w_nh,Tnh,Thdic@EER,FAR,FRR,EER
0.3,20,3400,0.0037105751391465678,0.037037037037037035,0.020373806088091802
0.3,25,3400,0.0055658627087198514,0.018518518518518517,0.012042190613619184
0.3,30,3400,0.0055658627087198514,0.011111111111111112,0.008338486909915482
0.4,20,3700,0.0055658627087198514,0.03518518518518519,0.02037552394695252
0.4,25,3700,0.011131725417439703,0.016666666666666666,0.013899196042053185
0.4,30,3700,0.011131725417439703,0.009259259259259259,0.01019549233834948
0.5,20,4000,0.00927643784786642,0.03518518518518519,0.022230811516525804
0.5,25,3400,0.00927643784786642,0.016666666666666666,0.012971552257266542
0.5,30,3400,0.011131725417439703,0.011111111111111112,0.011121418264275408
